,uri,room_count,floor,max_floor,street,house_number,general_area,intersection,microdistrict,building_type,kitchen_area,living_area,condition,build_year,residential_complex,city,district,telephone,internet,balcony,is_balcony_glazed,door,bathroom,parking,furniture,floor_type,former_hostel,ceiling_height,bars_on_the_window,security,entry_phone,code_lock,alarm,video_security,video_entry_phone,concierge,exchange_possible,plastic_windows,non_angular,improved,rooms_isolated,studio_kitchen,kitchen_builtin,new_plumbing,pantry,counters,quiet_courtyard,air_conditioning,commercial_convenient,price,mortgaged,images_count,private_hostel,text,Latitude,Longitude
10,https://krisha.kz//a/show/678988328,2,5.0,5.0,,,43.0,Абая,№6,панельный,6.0,,хорошее,1971,,Алматы,Ауэзовский,нет,ADSL,балкон,True,металлическая,совмещенный,рядом охраняемая стоянка,,ламинат,False,2.5,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,33000000,False,17,False,"Преимущества: 
Состояние квартиры - заезжай и живи, чисто, аккуратно и уютно, с техникой, полностью меблирована, все остаются. Улучшенная планировка, не угловая, комнаты изолированы, просторные, светлые, пол ламинат, шумоизолирующие трехслойные немецкие пластиковые окна. Окна выходят на запад, из окон удивительный панорамный вид гор и города. Утепленные стены с наружи. Уютный зеленый, тихий двор с удобными деревянными скамейками. Детская площадка с каруселями и горками, спортивная площадка. Главное очень хорошие, отзывчивые соседи. 
Инфраструктура: 
Благодаря отличной транспортной доступности отсюда легко и быстро добраться в любую точку города, станция метро Сары-арка. Выезд на ул. Саина, пр. Абая, объездные дорогие. Развитая инфраструктура района дает возможность для Вашего комфортного проживания. В шаговой доступности находятся: школа, детский сад, поликлиника, ТРЦ Москва, ТК ARMADA, ТРК GRAND PARK, ТРЦ Asia Park, университет Нархоз, супермаркет Магнум, Small так же рядом имеются FAMILY PARK, аллея, продуктовые магазины, аптеки. 
Благодарю, за просмотр объявление, удачного Вам поиска.",43.2321033,76.8695401
11,https://krisha.kz//a/show/678009400,3,5.0,5.0,,,68.0,,Мамыр-2,панельный,10.0,,хорошее,1992,,Алматы,Ауэзовский,,,несколько балконов или лоджий,True,металлическая,раздельный,,,линолеум,False,2.7,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,True,False,False,39999000,False,14,False,"Пластиковые окна, улучшенная, комнаты изолированы, кладовка, тихий двор, встроенная кухня, счётчики.
Хороший, спокойный район. Хорошие соседи. Рядом 173 и 202 школы гимназии. Имеется детский сад. Новая игровая детская площадка. В доме заменена крыша. Два утепленных балкона. Вся мебель и техника остается. торг СИМВОЛИЧЕСКИЙ 
УБЕДИТЕЛЬНО ПРОШУ РИЭЛТОРЫ НЕ БЕСПОКОИТЬ.",43.224723350000005,76.85135670765314
12,https://krisha.kz//a/show/679335351,1,2.0,3.0,,,38.2,ЖД Жануя,Алгабас 54,монолитный,10.0,,хорошее,2022,,Алматы,Алатауский,,,балкон,False,металлическая,совмещенный,,,линолеум,False,,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,16900000,False,12,False,Срочно! Новый дом. Огорожен. Детская площадка. Очень тихий и спокойный район.,NA,NA
13,https://krisha.kz//a/show/679277831,2,3.0,3.0,,,70.0,,Ерменсай 30,монолитный,,,свободная планировка,2022,Eco Park,Алматы,Бостандыкский,,,балкон,True,бронированная,2 с/у и более,паркинг,,,False,3.4,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,58800000,False,11,False,"Неугловая, комнаты изолированы, тихий двор.
Дешевле чем у застройщика, 2х комнатная квартира с шикарной панорамой на горы, можно переделать в 3х комнатную. 
 
Самая лучшая планировка, такой уже нет от застройщика. Окна в пол, высота потолка 3.4 метра. 
 
В строительстве использовались высококачественные материалы (есть множество фотографий всех этапов стройки). 
Энергосберегающие окна, вентилируемый фасад с отделкой из немецкого клинкера, входная дверь 2.5 метра высотой из шпона и умным замком. 
 
Эксплуатируемая кровля с зонами барбекю, площадкой для фитнеса и лаунж зонами. Есть возможность приобрести свою частную закрытую терассу отдельно. 
 
Можно отдельно приобрести паркинг за 5 млн. Паркинг сухой! (было проверено множеством дождей и осадков в предгорной местности), качество гидроизоляции и всех этапов строительства на высоте. 
 
Завершение стройки, передача ключей уже в декабре 2022. 
Продажа по договору переуступки, общая стоимость квартиры без паркинга 58 800 000, из которых вы платите мне 35 000 000, а остаток 23 800 000 застройщику на момент ввода в эксплуатацию (можно эту сумму оформить в ипотеку). Возможен незначительный торг. В подарок рабочий проект необходимый для ремонта, со всеми необходимыми чертежами и развёртками.",43.13757885,76.92712352226363
14,https://krisha.kz//a/show/679620435,3,6.0,9.0,Асыл Арман,10,67.0,,,монолитный,9.8,,хорошее,2015,,,,есть возможность подключения,проводной,балкон,False,металлическая,совмещенный,паркинг,,,False,2.7,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,35000000,False,8,False,"Кондиционер, улучшенная, тихий двор.
Жк Асыл Арман, продам хорошую квартиру, можно через ипотеку. В шаговой доступности от города. Рядом Магнум, Базар Алтын-Орда, ТЦ Апорт есть все что необходимо для комфортной жизни.",NA,NA
15,https://krisha.kz//a/show/679620423,3,1.0,5.0,Орбита,,60.0,,Орбита-1,,,,,1972,,Алматы,Бостандыкский,,,,False,,,,,,False,,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,40000000,False,3,False,Бурыштык емес.,43.198595,76.8810443
16,https://krisha.kz//a/show/679484829,2,5.0,6.0,Серикова,33,52.6,,Кулагер,кирпичный,7.4,29.7,хорошее,1988,,Алматы,Жетысуский,отдельный,проводной,несколько балконов или лоджий,True,металлическая,раздельный,рядом охраняемая стоянка,полностью,линолеум,False,2.8,False,False,True,False,False,False,False,False,False,True,True,True,True,False,True,False,False,True,True,True,False,33000000,False,22,False,"Пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, счётчики, тихий двор, кондиционер.
Добрый день! 
 
Продаётся теплая, полностью обставленная и готовая для жилья двухкомнатная квартира в кирпичном доме. Мебель остается вся. Техника - кондиционер, два телевизора, холодильник, стиральная машина - остается вся. От Кулагера до центра города не более 20-ти минут езды. В пешей доступности находятся Магнум Экспресс, Школы, детские сады, аптеки, салоны красоты, магазины у дома, ипподром, паРК Гульдер, ЦОН Жетысуского района, автомеханический колледж, кафе Место встречи, банкетный зал Дубай, поликлиника. 
Тихий спальный район. 
 
Осуществление сделки возможно после 11.11.2022. Посмотреть квартиру можно ежедневно в вечернее время по предварительному согласованию. Торг уместен. С продажей не тороплюсь, обмен не рассматриваю. 
 
Хозяин квартиры. Прошу звонить до 22:00. Алексей 
 
Всем удачных сделок!",43.30354905,76.92390372504599
17,https://krisha.kz//a/show/679136003,1,3.0,9.0,,,40.5,,Зердели,монолитный,12.0,,хорошее,2014,,Алматы,Алатауский,есть возможность подключения,проводной,балкон,False,металлическая,совмещенный,паркинг,,линолеум,False,2.7,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,True,False,False,20900000,False,3,False,"Пластиковые окна, неугловая, улучшенная, комнаты изолированы, счётчики, тихий двор.
Отдельно стоящий дом. квартира не угловая, двор тихий, соседи дружные. квартира теплая уютная Дом в двух минутах от остановки, рядом поликлиника, садик, школа. Отличная детская площадка, свежи положенный асфальт во дворе, есть прогулочная аллея. Оплата возможно в крипте. Юридически все документы чистые.",43.29321515,76.8297154423357
18,https://krisha.kz//a/show/676045226,2,5.0,13.0,Муратбаева,,64.0,Макатаева,,монолитный,16.0,,хорошее,2021,12 месяцев,Алматы,Алмалинский,,,лоджия,False,металлическая,,паркинг,,,False,2.8,False,True,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,45500000,False,11,False,"Современная двухкомнатная квартира в ЖК комфорт класса в центре города. евротрешка. 
Евроремонт из качественных материалов, неугловая, теплая, солнечная сторона. Полностью мебелирована, все новое, мебель остается. 
ЖК введен в эксплуатацию в 2021 году, закрытый двор без машин, охрана, видеодомофон. В ЖК есть подземный паРКинг. 
Все находиться в шаговой доступности, Мега паРК, Магнум, торговые центры, несколько школы, детские сады. документы в порядке, ипотека подходит. 
Хозяева, без посредников.",NA,NA
19,https://krisha.kz//a/show/679451257,3,1.0,5.0,,,85.0,,Айнабулак-2 47,панельный,20.0,,,1985,,Алматы,Жетысуский,отдельный,проводной,,False,,совмещенный,,,ламинат,False,2.8,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,56000000,False,24,False,"Продам 3 комнатную Чистую уютную квартиру. Общей площадью 85 кв. м. 
Жилая площадь около 50 кв. 
Удачная планировка. Светлая, большая кухня 20 кв. 
Большой зал 18 кв и 2 спальни. Пристроили ещё 2 комнаты, с кухни с тёплым полом, и со спальни. 
Качественные германские окна. Охранная сигнализация « Кузет» 
Сделан евроремонт с использованием качественных материалов. Делали все для себя, продумывая каждую мелочь. Встроенная кухня с техникой и фурнитурой «Блюб» 
Ремонт делали в прошлом году. 
В доме живут семейные порядочные Соседи — приятные и ненавязчивые, с ними легко поддерживать хорошие отношения. Не мало парковочных мест, рядом охраняемые стоянки. 
На территории дома большие, игральные площадки для детей, футбольное поле. Рядом магазины, овощные, аптеки, салоны красоты. Отличная транспортная развязка. 
В 50 метрах детские сады, школы. 
Заходи и живи) Отличное предложение напрямую от собственника .",43.32040245,76.91785758334703
20,https://krisha.kz//a/show/679404301,4,3.0,5.0,Омаровой,37,185.0,Достык,,монолитный,15.0,150.0,хорошее,2008,Европолис,Алматы,Медеуский,отдельный,через TV кабель,балкон и лоджия,True,бронированная,2 с/у и более,паркинг,полностью,паркет,False,3.3,False,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,195000000,False,32,False,"Кондиционер, пластиковые окна, неугловая, улучшенная, комнаты изолированы, кухня-студия, встроенная кухня, новая сантехника, счётчики, тихий двор.
Продается 4-х комнатная квартира в ЖК Европолис (Премиум) класса. ЖК расположен в эколоческом чистом районе г. Алматы, кристальный чистый воздух, прекрасный вид на горы. В данную стоимость входит 1 паРКовочное место в подземном паРКинге. 
Квартира просторная, уютная в идеальном состоянии после капитального ремонта, который был сделан год назад. 
Вся сантехника немецкая ""Villeroy Boch"". 
Дорогая мебель, теплые полы, кондиционеры. 
Просторная гостиная 50 кв. м с действующим Камином на дровах. 
2 полноценные спальни со своими с/у. 
Встроеная мебель изготавливалась в Алматы по дизайну проекта. 
продается со всей обстановкой, в связи с переездом. на площадке 2 квартиры. Интелегентные соседи. Тишина и покой. Охраняемый ЖК. 
 
Хороший торг реальному покупателю.",NA,NA
21,https://krisha.kz//a/show/679049479,2,2.0,8.0,проспект Гагарина,100,43.1,Уг,,кирпичный,,26.2,черновая отделка,1987,,Алматы,Алмалинский,,,,False,металлическая,совмещенный,рядом охраняемая стоянка,без мебели,,False,2.6,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,28000000,False,10,False,"Пластиковые окна, неугловая, кухня-студия, счётчики, тихий двор, удобно под коммерцию.
Квартира без ремонта (в черновой отделке). 
Мы начали делать ремонт, но не закончили. 
Установили уже: Новую дверь входную, окна новые, батареи, трубы. 
Дом кирпичный толстые стены, тёплый дом. 
Под ипотеку проходит. 
Район отличный всё рядом. 
Рядом станция метро. 
Очень хорошо развитая инфраструктура. 
ВНИМАНИЕ РИЕЛТОРЫ НЕ звонИТЕ И НЕ БЕСПОКОЙТЕ. !",NA,NA
22,https://krisha.kz//a/show/677871175,3,4.0,7.0,Толе Би,160,70.0,Ауэзова,,панельный,6.7,,требует ремонта,1976,,Алматы,Алмалинский,отдельный,оптика,балкон и лоджия,True,металлическая,раздельный,,,линолеум,False,,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,True,True,False,37000000,False,16,False,"Кондиционер, пластиковые окна, неугловая, комнаты изолированы, счётчики, тихий двор.
Окна зала и спальни выходят во двор. Соседние дома поодаль, поэтому вид открывается на верхушки деревьев и видны горы. Окна третьей комнаты выходят на Толе Би, с этой же стороны располагается большой балкон. 
В шаговой доступности рядом с домом есть: супермаркет «Small», две школы и гимназия, детский сад, небольшой базарчик и детская поликлиника. 
Удобная транспортная инфраструктура. Так как дом находится на пересечении улиц Толе би и Аузова, то отсюда можно уехать во все части города. Рядом несколько остановок. 
квартира без основательного ремонта, что позволит вам переделать ее полностью под себя. 
 
ДЛЯ РИЭЛТОРОВ: Фотографии никому не высылаем и не разрешаем публиковать эту квартиру в своих объявлениях. Торга нет. Любые комиссии только сверх указанной суммы. Благодарим за понимание!",NA,NA
23,https://krisha.kz//a/show/676500463,3,2.0,3.0,,,82.6,,Ерменсай участок 9,кирпичный,,80.5,свободная планировка,2022,Alma Villa,Алматы,Бостандыкский,,,балкон,False,бронированная,,паркинг,,,False,3.15,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,58300000,False,10,False,"3-х комнатная квартира в строящемся жк Алма-Вилла. 7 блок. Выдача ключей - октябрь 2022г. квартира полностью оплачена, документы на руках, готова к ремонту. Ипотека + 2 000 000. 
В данный момент сделана стяжка, установлены батареи и стеклопакеты, начато обустройство дворовой территории. В подъезде установлены лифты и щиты с электросчетчиками. 
 
ЖК «Алма Вилла» – одиннадцать трехэтажных домов бизнес-класса, спроектированных в едином современном стиле и строящиеся с применением самых передовых технологий из высококачественных экологически безвредных материалов. 
 
Новостройка имеет монолитно-железобетонный каркас, а также плоскую кровлю, которая покрывается мягкой рулонной гидроизоляцией и оснащается внутренним водостоком. Наружные стены утепляются долговечным теплоизолятором. Фасад облицовывается кирпичом, фиброцементными плитами и декоративными навесными вентилируемыми панелями под дерево. 
 
Несмотря на небольшую этажность, каждый блок оборудуется пассажирскими и грузовыми лифтами. Согласно проекту новостройка оснащается автономной системой отопления от общего газового котла, современными инженерными коммуникациями, всем необходимым технологическим оборудованием. 
 
Жилой комплекс «Алма Вилла» имеет большую территорию, где создаются все условия для разнообразного отдыха как детей, так и взрослых. Между домами прокладываются проезды для авто и пешеходные дорожки. 
 
На территории комплекса сооружаются игровые площадки с современным оборудованием, workout-зона с уличными тренажерами и зоны отдыха. Также в ЖК будет обустроена фитнес и спа-зона с крытым бассейном. 
 
Проект предусматривает устройство асфальтированных площадок для установки мусоросборных контейнеров. Выполняется ландшафтное озеленение – высаживаются декоративные растения, деревья и кустарники, разбиваются цветники. Устанавливаются современные приборы наружного освещения. 
 
Имеется подземный паркинг для авто жильцов и обустраивается наземная парковка для временной стоянки гостевого транспорта. Первые этажи новостройки отведены под кафе, магазины и другие объекты инфраструктуры. 
 
В стоимость входит улучшенная черновая отделка, установка окон и балконных дверей с энергосберегающими стеклопакетами.",43.13757885,76.92712352226363
24,https://krisha.kz//a/show/666772924,4,21.0,21.0,Солодовникова,21а,150.0,Радостовца,,монолитный,16.7,83.7,,2008,КУАТ на Сатпаева - Гагарина,Алматы,Бостандыкский,отдельный,через TV кабель,балкон и лоджия,True,металлическая,2 с/у и более,паркинг,полностью,ламинат,False,3.0,False,True,True,False,True,True,False,False,False,True,False,True,True,False,True,False,False,True,True,True,False,86000000,False,46,False,"Пластиковые окна, улучшенная, комнаты изолированы, встроенная кухня, счётчики, тихий двор, кондиционер.
Продаётся 4-х комнатная, единственная в своём роде (150 кв/м), квартира в этом комплексе. Очень удобная локация, подъезд к дому с 4-х улиц по периметру (Сатпаева-Розыбакиева-Гагарина-Джандосова). На территории комплекса находятся: 
- салон красоты 
- продуктовые магазины 
- фитнес центр 
- детская ""развивайка"" 
 - химчистка 
- спортивная и детская площадки и т.д. 
Территория комплекса закрыта и находится под круглосуточной охраной. 
одно из самых сейсмостойких зданий в городе. Строительство объекта велось в сопровождении лаборатории казНИИСА, которая по сей день работает на территории комплекса. 
квартира продаётся вместе с обстановкой, так как это указано на фотографиях. Окна выходят на юго-восток и северо-восток. Из окон открывается потрясающий панорамный вид на город и горы. Обзор ни чем не ограничен на 180 градусов! Такой вид из окна большая редкость при нынешней плотной застройке. В квартире установлена сигнализация, а также есть 
- 3 спальни 
- 2-е гардеробные 
- 2 санузла 
- 2-е лоджии 
- ""бытовка"" 
 - зал 
-кухня-встройка 
в том числе: 
- 5 телевизоров 
- 5 кондиционеров 
- паркинг (входит в стоимость) обмен не интересует. Агентства и риэлторов просьба не беспокоить. торг минимальный.",NA,NA
25,https://krisha.kz//a/show/673712501,3,5.0,5.0,Пр,,55.5,,Алмагуль,панельный,5.9,,,1976,,Алматы,Бостандыкский,,,,False,,раздельный,,без мебели,линолеум,False,2.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,30000000,True,8,False,Тихий двор.,43.1762766,76.8734051
26,https://krisha.kz//a/show/679606680,2,5.0,17.0,Егизбаева,7г,70.0,Пересечение Сатпаева,,монолитный,,,хорошее,2022,ALA Park,Алматы,Бостандыкский,,оптика,лоджия,True,бронированная,,паркинг,,ламинат,False,2.7,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,64500000,False,12,False,"Квартира только после ремонта, очень просторная, с отдельной большой кухней. Продаётся со всей встроенной корпусной мебелью, ожидаем на днях: кухонный гарнитур, шкаф купе при входе, гардеробная в спальной комнате.",NA,NA
27,https://krisha.kz//a/show/679581784,1,8.0,12.0,Сатпаева,90,39.0,Туркебаева,,монолитный,11.0,21.0,черновая отделка,2022,Акварель,Алматы,Бостандыкский,,,лоджия,True,,,паркинг,,,False,2.75,False,True,False,False,False,True,False,False,False,True,True,True,True,False,False,True,False,True,True,False,False,28500000,False,5,False,"Пластиковые окна, неугловая, улучшенная, комнаты изолированы, новая сантехника, счётчики, тихий двор.
Квартира в ЖК ""Акварель"", тихий и очень уютный комплекс с развитой инфраструктурой, двор без машин. 
Удобная планировка, можно перепланировать в 2-х комнатную, в доме два лифта. 
Дом полностью готов, ведутся отделочные работы в подъездах и по благоустройству территории, срок сдачи - декабрь 2022.",NA,NA
28,https://krisha.kz//a/show/678910921,1,1.0,6.0,Кенесары Хана,83/2,16.5,Аскарова,,монолитный,,,,2013,Аскар Тау,Алматы,Бостандыкский,,,,False,металлическая,совмещенный,паркинг,полностью,ламинат,False,2.7,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True,9900000,False,7,False,"Пластиковые окна, неугловая, новая сантехника, счётчики, тихий двор, удобно под коммерцию.
Новая квартира на цокольном этаже в жилом комплексе Аскар Тау 
 
Экологически чистый район с развитой инфраструктурой 
 
Удобно для проживания и для сдачи в аренду 
 
Ипотеки нет, только наличный расчет",NA,NA
